"PTES";"ESP";"METER";"ACCOUNT_NO";"EARLIEST_OCCURRED_TIME";"LATEST_OCCURRED_TIME";"EVENT_NAME";"EVENT_CODE"
Qashqadaryo HETK;Qarshi TETK;"121205747730";"00430820";"2024-07-30 00:10:33";"2024-07-31 07:12:59";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121206400524";"00430437";"2024-07-31 07:11:23";"2024-07-31 23:26:46";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121205963557";"00720746";"2024-07-31 01:01:43";"2024-07-31 23:17:17";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121205237412";"00992047";"2024-07-31 18:40:46";"2024-07-31 18:40:46";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121205237560";"00990036";"2024-07-30 07:55:07";"2024-07-31 20:04:35";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121206526530";"00991179";"2024-07-30 10:00:13";"2024-07-31 20:33:13";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qamashi TETK;"121205897820";"1340336";"2024-07-31 20:24:16";"2024-07-31 20:24:16";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qamashi TETK;"121205937548";"1340144";"2024-07-31 06:37:02";"2024-07-31 07:04:27";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qamashi TETK;"121206788518";"320307";"2024-07-31 05:40:52";"2024-07-31 08:39:35";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Kasbi TETK;"121205081050";"0311461";"2024-07-31 00:03:43";"2024-07-31 12:16:09";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Kasbi TETK;"121206421305";T6421305;"2024-07-31 04:00:46";"2024-07-31 20:46:53";Current unbalance occurrence;"0030"
Qashqadaryo HETK;G‘uzor TETK;"121205865230";"0045327";"2024-07-29 19:34:49";"2024-07-30 21:31:27";Current unbalance occurrence;"0030"
Qashqadaryo HETK;G‘uzor TETK;"121206237655";"0057484";"2024-07-31 18:33:46";"2024-07-31 21:14:09";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Koson TETK;"121206408097";"00632153";"2024-07-30 13:43:58";"2024-07-30 13:43:58";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Mirishkor TETK;"121205546344";"0160447";"2024-07-31 03:32:19";"2024-07-31 23:08:57";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Mirishkor TETK;"121205557425";"0160210";"2024-07-31 13:32:47";"2024-07-31 13:32:47";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Mirishkor TETK;"121205857742";"240230";"2024-07-31 11:43:04";"2024-07-31 11:43:04";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Mirishkor TETK;"121206693824";"0050409";"2024-07-31 11:10:43";"2024-07-31 22:40:53";Current unbalance occurrence;"0030"
Qashqadaryo HETK;G‘uzor TETK;"121205080194";"0069404";"2024-07-31 01:07:49";"2024-07-31 17:02:07";Current unbalance occurrence;"0030"
Farg‘ona HETK;Farg‘ona TETK;"111210178428";"0790266";"2024-08-01 14:39:18";"2024-08-01 14:39:18";Current unbalance occurrence;"0030"
Qashqadaryo HETK;G‘uzor TETK;"121206496763";"1041595";"2024-07-31 16:30:37";"2024-07-31 16:30:37";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Mirishkor TETK;"121205486126";"0130107";"2024-07-31 16:11:49";"2024-07-31 16:11:49";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Mirishkor TETK;"121205524560";"0130045";"2024-07-31 08:20:26";"2024-07-31 23:49:10";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Mirishkor TETK;"121205557267";"0130132";"2024-07-31 05:53:13";"2024-07-31 14:57:43";Current unbalance occurrence;"0030"
Qashqadaryo HETK;G‘uzor TETK;"121205988069";"0052090";"2024-07-31 15:36:41";"2024-07-31 23:55:10";Current unbalance occurrence;"0030"
Qashqadaryo HETK;G‘uzor TETK;"121205988071";"0052049";"2024-07-31 08:37:18";"2024-07-31 08:37:18";Current unbalance occurrence;"0030"
Qashqadaryo HETK;G‘uzor TETK;"121205988078";"0052087";"2024-07-31 10:50:39";"2024-07-31 22:05:53";Current unbalance occurrence;"0030"
Qashqadaryo HETK;G‘uzor TETK;"121206496175";"0052054";"2024-07-31 13:54:58";"2024-07-31 15:15:53";Current unbalance occurrence;"0030"
Qashqadaryo HETK;G‘uzor TETK;"121205557782";"0038128";"2024-07-31 15:22:39";"2024-07-31 18:20:07";Terminal cover opened;"0050"
Qashqadaryo HETK;G‘uzor TETK;"121205587329";"0036074";"2024-07-31 15:35:18";"2024-07-31 15:35:20";Terminal cover opened;"0050"
Qashqadaryo HETK;Mirishkor TETK;"121205395109";"01412468";"2024-07-31 11:48:19";"2024-07-31 20:39:01";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Mirishkor TETK;"121205862304";"01412411";"2024-07-31 12:27:51";"2024-07-31 19:11:24";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Mirishkor TETK;"121205444438";"0110017";"2024-07-31 05:41:27";"2024-07-31 19:20:53";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Mirishkor TETK;"121205447314";"0110038";"2024-07-31 00:20:34";"2024-07-31 23:27:52";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Mirishkor TETK;"121206773626";"0110837";"2024-07-31 10:58:38";"2024-07-31 10:58:38";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Mirishkor TETK;"121205484947";"0110703";"2024-07-31 14:44:39";"2024-07-31 14:44:39";Current unbalance occurrence;"0030"
Toshkent HETK;Quyichirchiq TETK;"111210111188";"0437060";"2024-07-23 08:47:18";"2024-08-01 09:48:21";Terminal cover opened;"0050"
Toshkent HETK;Quyichirchiq TETK;"111210372373";"0114015";"2024-07-26 22:20:27";"2024-07-26 22:20:27";Terminal cover opened;"0050"
Toshkent HETK;Quyichirchiq TETK;"113210095856";"210625";"2024-07-23 14:27:20";"2024-07-23 14:34:28";L2 Current without voltage occurrence;"0110"
Toshkent HETK;Quyichirchiq TETK;"111210693465";"0519001";"2024-07-23 22:14:22";"2024-07-23 22:14:22";Terminal cover opened;"0050"
Toshkent HETK;Quyichirchiq TETK;"111210347794";"0167099";"2024-07-24 16:36:09";"2024-07-24 16:36:09";Terminal cover opened;"0050"
Toshkent HETK;Quyichirchiq TETK;"111210399808";"0167098";"2024-07-26 11:15:13";"2024-07-26 11:15:13";Terminal cover opened;"0050"
Toshkent HETK;Quyichirchiq TETK;"111240323263";"0167127";"2024-07-09 08:12:16";"2024-07-09 08:12:16";Terminal cover opened;"0050"
Andijon HETK;Paxtaobod TETK;"121205967976";"1034132";"2024-07-30 22:11:32";"2024-07-31 10:40:37";Current unbalance occurrence;"0030"
Andijon HETK;Paxtaobod TETK;"121205968216";"1034085";"2024-07-31 20:42:15";"2024-07-31 20:42:15";Current unbalance occurrence;"0030"
Andijon HETK;Chinobod ETK;"121205924751";"7610138";"2024-07-31 14:42:50";"2024-07-31 21:01:40";Current unbalance occurrence;"0030"
Buxoro HETK;Romitan TETK;"021190508648";"8011014";"2024-08-01 14:27:30";"2024-08-01 14:27:30";Current unbalance occurrence;"0030"
Toshkent HETK;Chinoz TETK;"111210360046";"501311";"2024-07-26 09:54:34";"2024-07-26 09:54:34";Terminal cover opened;"0050"
Namangan HETK;Namangan TETK;"111240288533";"14212!!+!0288533";"2024-07-31 05:34:23";"2024-08-01 12:40:04";Current unbalance occurrence;"0030"
Namangan HETK;Norin TETK;"111190064726";"6449058";"2024-08-01 14:43:55";"2024-08-01 14:43:55";Current unbalance occurrence;"0030"
Namangan HETK;Norin TETK;"111210869001";"6449135";"2024-07-30 18:36:17";"2024-07-30 18:36:17";Terminal cover opened;"0050"
Namangan HETK;Namangan TETK;"114210167627";"000236342";"2024-07-30 07:11:00";"2024-08-01 14:27:56";L2 Current without voltage occurrence;"0110"
Namangan HETK;Namangan TETK;"111200066290";"0849041";"2024-07-31 19:54:07";"2024-08-01 12:09:51";Terminal cover opened;"0050"
Namangan HETK;Kosonsoy TETK;"111210175820";"4508062";"2024-08-01 14:43:53";"2024-08-01 14:43:53";Current unbalance occurrence;"0030"
Namangan HETK;Norin TETK;"111200144486";"6483139";"2024-08-01 14:44:42";"2024-08-01 14:44:42";Current unbalance occurrence;"0030"
Namangan HETK;Kosonsoy TETK;"114210103762";"510375";"2024-07-30 16:12:25";"2024-08-01 09:00:44";L2 Current without voltage occurrence;"0110"
Namangan HETK;Kosonsoy TETK;"111210857951";-1;"2023-12-10 15:38:21";"2023-12-10 15:39:33";Terminal cover opened;"0050"
Namangan HETK;Kosonsoy TETK;"111200893937";"4554097";"2024-07-31 23:46:05";"2024-07-31 23:46:05";Terminal cover opened;"0050"
Namangan HETK;Kosonsoy TETK;"111200665839";"4782025";"2024-08-01 14:46:00";"2024-08-01 14:46:00";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121206848625";"1916479";"2024-07-31 07:21:25";"2024-07-31 19:23:37";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121206848634";"1916488";"2024-07-31 00:07:24";"2024-07-31 21:03:22";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121206848479";"1916011";"2024-07-31 06:10:40";"2024-07-31 20:42:12";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121206848482";"1916010";"2024-07-30 01:11:28";"2024-07-30 23:41:52";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121206848816";"1916044";"2024-07-30 04:59:25";"2024-07-30 23:25:38";Current unbalance occurrence;"0030"
Namangan HETK;Norin TETK;"111190284207";"6523083";"2024-08-01 14:44:17";"2024-08-01 14:44:17";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Uchtepa TETK;"121206553442";"224014";"2024-07-30 18:22:58";"2024-07-31 22:30:26";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Uchtepa TETK;"121206801379";"1191443";"2024-07-31 00:31:59";"2024-07-31 12:03:10";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Uchtepa TETK;"121206688172";"224014";"2024-07-31 12:38:45";"2024-07-31 20:07:10";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Uchtepa TETK;"121206688173";"224014";"2024-07-31 20:11:00";"2024-07-31 20:11:00";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Uchtepa TETK;"121206890039";"259662";"2024-07-31 15:54:54";"2024-07-31 23:41:32";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Uchtepa TETK;"121206890042";"1191680";"2024-07-30 15:08:39";"2024-07-31 13:06:23";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Uchtepa TETK;"121206887252";"1191523";"2024-07-31 21:22:01";"2024-07-31 21:22:01";Current unbalance occurrence;"0030"
Andijon HETK;Andijon Yangi SHETK;"121206947932";"312335";"2024-07-30 15:04:47";"2024-07-31 10:32:06";Current unbalance occurrence;"0030"
Namangan HETK;Norin TETK;"111190281277";"6492004";"2024-07-30 01:02:02";"2024-08-01 13:59:40";Terminal cover opened;"0050"
Namangan HETK;Norin TETK;"114210123556";"433509";"2024-07-31 17:42:39";"2024-07-31 17:42:39";Terminal cover opened;"0050"
Namangan HETK;Kosonsoy TETK;"111210635193";"4901050";"2024-08-01 14:43:13";"2024-08-01 14:43:13";Current unbalance occurrence;"0030"
Namangan HETK;Kosonsoy TETK;"111210635509";"4901084";"2024-08-01 14:44:16";"2024-08-01 14:44:16";Current unbalance occurrence;"0030"
Namangan HETK;Kosonsoy TETK;"111210857112";-1;"2024-02-16 14:56:53";"2024-02-16 14:56:53";Terminal cover opened;"0050"
Namangan HETK;Norin TETK;"111220045473";"6425031";"2024-08-01 09:27:48";"2024-08-01 09:27:48";Terminal cover opened;"0050"
Namangan HETK;Namangan TETK;"111210328437";"5093095";"2024-07-30 11:14:35";"2024-07-30 11:14:35";Terminal cover opened;"0050"
Namangan HETK;Namangan TETK;"111240295955";"14212!!+!0295955";"2024-07-31 05:03:18";"2024-08-01 14:43:10";Current unbalance occurrence;"0030"
Namangan HETK;Namangan TETK;"111230260755";"6074141";"2024-08-01 06:24:36";"2024-08-01 06:49:42";Current unbalance occurrence;"0030"
Namangan HETK;Namangan TETK;"114210101399";-1;"2022-04-25 10:30:52";"2022-04-25 10:30:52";Terminal cover opened;"0050"
Namangan HETK;Norin TETK;"111190097185";"6442112";"2024-08-01 14:45:04";"2024-08-01 14:45:04";Current unbalance occurrence;"0030"
Namangan HETK;Namangan TETK;"111190243099";"5066089";"2024-08-01 14:43:28";"2024-08-01 14:43:28";Current unbalance occurrence;"0030"
Namangan HETK;Kosonsoy TETK;"111230274763";-1;"2024-07-09 18:30:40";"2024-07-09 18:30:40";Terminal cover opened;"0050"
Namangan HETK;Kosonsoy TETK;"111230274763";-1;"2024-07-09 18:37:38";"2024-07-09 18:37:38";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;EX-2115555;"0082021";"2024-07-31 12:12:45";"2024-07-31 12:12:45";Terminal cover opened;"0050"
Toshkent shahar ETK;Yunusobod TETK;"121205401293";"145835";"2024-07-31 19:49:10";"2024-07-31 19:49:10";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205254100";"1333284";"2024-07-31 00:54:33";"2024-07-31 13:44:58";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205255077";"1333303";"2024-07-31 13:04:14";"2024-07-31 18:52:02";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205255154";"1333304";"2024-07-31 20:45:09";"2024-07-31 21:52:29";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205255552";"1333283";"2024-07-31 03:51:12";"2024-07-31 09:18:02";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205262826";"1333281";"2024-07-31 02:32:47";"2024-07-31 04:05:18";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205262830";"1333286";"2024-07-31 09:56:50";"2024-07-31 23:01:16";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205264844";"1333134";"2024-07-31 10:39:16";"2024-07-31 21:15:16";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205264845";"1333136";"2024-07-31 06:23:07";"2024-07-31 23:20:01";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205316831";"145031";"2024-07-31 08:03:58";"2024-07-31 16:24:52";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205568617";"175022";"2024-07-31 21:11:09";"2024-07-31 21:11:09";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"124200350911";"170293";"2024-07-31 15:12:40";"2024-07-31 22:36:11";Terminal cover opened;"0050"
Toshkent shahar ETK;Yunusobod TETK;"124200350911";"170293";"2024-07-31 15:12:19";"2024-07-31 15:12:19";Main cover opened;"0040"
Toshkent shahar ETK;Yunusobod TETK;EX-164140;"258751";"2024-07-31 21:15:47";"2024-08-01 02:08:02";Terminal cover opened;"0050"
Toshkent shahar ETK;Yunusobod TETK;"121205273867";"1565429";"2024-07-30 00:18:29";"2024-07-30 09:23:59";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205274178";"1565413";"2024-07-31 07:54:46";"2024-07-31 22:08:52";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205274288";"1565431";"2024-07-30 10:00:11";"2024-07-31 23:23:30";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121206591649";"1661084";"2024-07-30 12:54:28";"2024-07-30 12:54:28";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121206591703";"1661094";"2024-07-31 13:38:18";"2024-07-31 13:38:18";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121206592096";"1326386";"2024-07-30 16:55:13";"2024-07-30 16:55:13";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205578501";"145311";"2024-07-31 19:47:38";"2024-07-31 19:47:38";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;EX-2142801;"1552599";"2024-07-31 13:16:26";"2024-07-31 13:16:26";Terminal cover opened;"0050"
Toshkent shahar ETK;Yunusobod TETK;"121205263007";"0933074";"2024-07-31 00:08:10";"2024-07-31 20:24:54";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205263008";"0933075";"2024-07-31 12:29:15";"2024-07-31 16:00:45";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205263017";"0447399";"2024-07-31 10:32:57";"2024-07-31 23:48:28";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205265930";"0447446";"2024-07-31 16:23:47";"2024-07-31 16:23:47";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205266088";"0933432";"2024-07-31 15:02:59";"2024-07-31 15:02:59";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205295545";"1396451";"2024-07-31 00:18:20";"2024-07-31 22:20:38";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205295626";"1396450";"2024-07-31 16:12:02";"2024-07-31 19:53:24";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121206592163";"172567";"2024-07-31 08:30:19";"2024-07-31 08:30:19";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205257538";"0447349";"2024-07-30 14:29:52";"2024-07-31 02:55:31";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205264663";"1396386";"2024-07-31 09:32:40";"2024-07-31 09:32:40";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205269901";"1396190";"2024-07-30 00:21:53";"2024-07-30 21:07:31";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205269908";"1396186";"2024-07-30 15:35:34";"2024-07-30 21:38:26";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205273422";"1396204";"2024-07-31 04:05:09";"2024-07-31 22:23:28";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205273525";"0447367";"2024-07-30 13:10:50";"2024-07-30 14:09:59";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205274077";"253216";"2024-07-30 18:37:30";"2024-07-31 18:46:10";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205274399";"1396169";"2024-07-30 07:57:06";"2024-07-30 09:58:13";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205274489";"1396213";"2024-07-29 19:00:18";"2024-07-31 23:31:38";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205274511";"1396122";"2024-07-30 06:08:38";"2024-07-30 17:46:21";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205294037";"1396360";"2024-07-29 17:53:25";"2024-07-30 22:47:39";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205129512";"170645";"2024-07-30 12:20:41";"2024-07-31 14:02:52";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121206782536";"1544343";"2024-07-31 13:07:01";"2024-07-31 22:43:36";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205300747";"0988568";"2024-07-31 00:19:17";"2024-07-31 22:32:07";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205304232";"0988543";"2024-07-31 18:14:27";"2024-07-31 20:24:34";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205304238";"0988532";"2024-07-31 01:59:17";"2024-07-31 23:46:52";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205304239";"0988531";"2024-07-31 10:04:46";"2024-07-31 19:02:48";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205315931";"257468";"2024-07-31 08:32:52";"2024-07-31 19:30:29";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205274831";"0421374";"2024-07-31 01:19:38";"2024-07-31 06:08:52";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205294058";"0988098";"2024-07-31 05:50:55";"2024-07-31 08:59:40";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205295690";"0988083";"2024-07-31 18:52:52";"2024-07-31 18:52:52";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205295768";"0421380";"2024-07-31 02:37:25";"2024-07-31 23:00:03";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205295774";"0421382";"2024-07-31 05:15:13";"2024-07-31 14:58:54";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205295775";"0421383";"2024-07-31 08:28:02";"2024-07-31 20:56:31";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205304407";"145465";"2024-07-31 19:23:57";"2024-07-31 19:23:57";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;EX-2161881;"1002196";"2024-07-31 17:24:24";"2024-08-01 10:05:58";Terminal cover opened;"0050"
Toshkent shahar ETK;Yunusobod TETK;"121205301353";"145930";"2024-07-31 21:28:38";"2024-07-31 21:28:38";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205347541";"256855";"2024-07-30 12:30:51";"2024-07-30 18:01:43";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205400958";"145311";"2024-07-30 00:21:12";"2024-07-30 22:30:13";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205400959";"145311";"2024-07-30 19:50:35";"2024-07-30 19:50:35";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;EX-2127488;"0935027";"2024-07-31 16:35:12";"2024-07-31 16:35:12";Terminal cover opened;"0050"
Toshkent shahar ETK;Yunusobod TETK;EX-2163081;"0935019";"2024-07-31 10:50:14";"2024-07-31 10:50:14";Terminal cover opened;"0050"
Toshkent shahar ETK;Yunusobod TETK;EX-2163083;"0935021";"2024-07-31 12:13:59";"2024-07-31 12:13:59";Terminal cover opened;"0050"
